,MBF,bestFitness,nIter,pc,pm,popSize
71,379.3960233638894,284.380862862478,172,,0.9,10
72,319.3419693869583,315.034106837842,2999,,0.9,10
73,368.7844188252065,284.38086286247795,186,,0.9,10
74,374.40636820066516,292.5055028535422,152,,0.9,10
75,338.41114660642995,284.380862862478,1309,,0.9,10
76,350.0203573186663,284.380862862478,1446,,0.9,10
77,319.3349458425696,315.03410683784193,2999,,0.9,10
78,365.870321760831,362.0855322233094,2999,,0.9,10
79,309.31336695854213,301.3581943139576,2999,,0.9,10
80,362.89027531772285,284.380862862478,134,,0.9,10
81,307.77991053412313,301.35819431395754,2999,,0.9,10
82,316.8292200710721,314.9990862932725,2999,,0.9,10
83,319.2571854548701,315.0341068378419,2999,,0.9,10
84,323.38791513260696,314.99908629327246,2999,,0.9,10
85,318.7505300824715,314.99908629327246,2999,,0.9,10
86,319.7388702134514,314.99908629327246,2999,,0.9,10
87,347.47487943057996,292.5055028535422,555,,0.9,10
88,360.4188685266318,329.71255186920945,2999,,0.9,10
89,313.10744310575086,301.35819431395754,2999,,0.9,10
90,347.88497120422477,284.38086286247795,307,,0.9,10
91,320.1298978134631,314.9990862932725,2999,,0.9,10
92,374.0808967675876,289.40893394811565,455,,0.9,10
93,329.4870920243132,325.2996616523043,2999,,0.9,10
94,325.1289067051574,323.21971021592503,2999,,0.9,10
95,361.41375731363615,351.06310450596953,2999,,0.9,10
96,318.47898826641654,314.9990862932724,2999,,0.9,10
97,342.9027427959311,301.3581943139576,2999,,0.9,10
98,394.31153895045134,292.96475798428474,154,,0.9,10
99,319.7842649771137,315.0341068378419,2999,,0.9,10
100,363.5409674064663,362.0855322233095,2999,0.9,0.9,10
101,318.222687071349,314.9990862932724,2999,0.9,0.9,10
102,390.55602569301936,289.4089339481157,259,0.9,0.9,10
103,349.00124579741964,336.8620235675207,2999,0.9,0.9,10
104,352.19692125049846,315.2499268623601,2999,0.9,0.9,10
105,331.9168979696121,289.4089339481157,242,0.9,0.9,10
106,367.8060137839821,292.9647579842847,812,0.9,0.9,10
107,386.17357034163814,284.38086286247795,179,0.9,0.9,10
108,318.3269402831068,315.03410683784193,2999,0.9,0.9,10
109,310.7744092124174,301.3581943139576,2999,0.9,0.9,10
110,322.1886993588558,315.2499268623602,2999,0.9,0.9,10
111,363.6663445556684,292.5055028535422,826,0.9,0.9,10
112,336.77272370771846,284.380862862478,2427,0.9,0.9,10
113,314.18447980695436,301.3581943139576,2999,0.9,0.9,10
114,326.24885538811134,323.21971021592503,2999,0.9,0.9,10
115,320.3715668671904,315.24992686236004,2999,0.9,0.9,10
116,321.9281934845816,315.24992686236004,2999,0.9,0.9,10
117,326.1522437802228,323.21971021592503,2999,0.9,0.9,10
118,386.14328306346033,284.38086286247795,330,0.9,0.9,10
119,325.0295605596462,319.0154889831571,2999,0.9,0.9,10
120,331.86158531454544,328.6356357811716,2999,0.9,0.9,10
121,358.920628381908,284.38086286247795,501,0.9,0.9,10
122,339.91478601287145,292.50550285354217,435,0.9,0.9,10
123,330.23759041198025,284.38086286247807,2855,0.9,0.9,10
124,335.6605611206525,325.98208657111263,2999,0.9,0.9,10
125,339.83503424873885,284.38086286247795,2377,0.9,0.9,10
126,332.3189217623176,315.24992686236004,2999,0.9,0.9,10
127,357.07722862398185,289.4089339481157,2476,0.9,0.9,10
128,319.57342310414884,301.3581943139576,2999,0.9,0.9,10
129,324.3541807278631,315.24992686236004,2999,0.9,0.9,10
130,364.0456318783162,284.38086286247795,377,0.9,0.9,10
131,323.663534298975,314.9990862932725,2999,0.9,0.9,10
132,369.2595456740618,292.50550285354217,237,0.9,0.9,10
133,307.78371427782633,301.3581943139576,2999,0.9,0.9,10
134,342.84176797728685,284.380862862478,464,0.9,0.9,10
135,372.17252427295386,289.40893394811565,414,0.9,0.9,10
136,355.03675619326503,284.380862862478,513,0.9,0.9,10
137,356.9762527407914,329.1881060257116,2999,0.9,0.9,10
138,338.4423692735023,292.5055028535422,266,0.9,0.9,10
139,345.2083931369292,325.2996616523043,2999,0.9,0.9,10
140,354.22283994893695,292.96475798428474,334,0.9,0.9,10
141,333.26029887816946,329.7125518692095,2999,0.9,0.9,10
142,335.67982453255956,314.9990862932725,2999,0.9,0.9,10
143,318.2481756252647,315.0341068378419,2999,0.9,0.9,10
144,339.6195464737786,292.50550285354217,1091,0.9,0.9,10
145,312.47310284735164,301.3581943139576,2999,0.9,0.9,10
146,344.23608491450784,336.45508699514465,2999,0.9,0.9,10
147,340.20401305494045,326.82042168934873,2999,0.9,0.9,10
148,342.1389675074925,292.9647579842847,435,0.9,0.9,10
149,335.64251490090857,326.82042168934885,2999,0.9,0.9,10
